Filename,Counter,biological_species,nanomaterial_composition,nanomaterial_morphology,toxicity_endpoints,toxicity_yes_no
ATC00000,0,Danio rerio,Cu,nanoparticle,,
ATC00000,1,Danio rerio,Cu,nanoparticle,,
ATC00010,60,,CdSe,nanoparticle,,
ATC00010,61,,CdSe,nanoparticle,,
ATC00010,62,,Ag,nanoparticle,,
ATC00010,63,,CdSe,nanoparticle,,
ATC00010,64,,CdSe,nanoparticle,,
ATC00010,65,,CdSe,nanoparticle,,
ATC00010,66,,CdSe,nanoparticle,,
ATC00010,67,,CdSe,nanoparticle,,
ATC00010,68,,CdSe,nanoparticle,,
ATC00010,69,,CdSe,nanoparticle,,
ATC00010,70,,Ag,nanoparticle,,
ATC00010,71,,CdSe,nanoparticle,,
ATC00010,72,,CdSe,nanoparticle,,
ATC00010,73,,CdSe,nanoparticle,,
ATC00010,75,,CdSe,nanoparticle,,
ATC00010,76,,CdSe,nanoparticle,,
ATC00010,77,,CdSe,nanoparticle,,
ATC00010,78,,CdSe,nanoparticle,,
ATC00010,79,,CdSe,nanoparticle,,
ATC00010,80,,CdSe,nanoparticle,,
ATC00010,81,,CdSe,nanoparticle,,
ATC00010,83,,CdSe,nanoparticle,,
ATC00010,84,,CdSe,nanoparticle,,
ATC00010,85,,Ag,nanoparticle,,
ATC00010,86,,Ag,nanoparticle,,
ATC00010,87,,Ag,nanoparticle,,
ATC00010,88,,Ag,nanoparticle,,
ATC00010,89,,Ag,nanoparticle,,
ATC00010,91,,Ag,nanoparticle,,
ATC00010,92,,Ag,nanoparticle,,
ATC00010,93,,Ag,nanoparticle,,
ATC00010,94,,Ag,nanoparticle,,
ATC00010,95,,Ag,nanoparticle,,
ATC00010,96,,Ag,nanoparticle,,
ATC00010,97,,Ag,nanoparticle,,
ATC00010,99,Danio rerio,ZnO,nanoparticle,,
ATC00010,0,Danio rerio,ZnO,nanoparticle,,
ATC00010,1,Danio rerio,ZnO,nanoparticle,,
ATC00010,2,Danio rerio,ZnO,nanoparticle,,
ATC00010,3,Danio rerio,ZnO,nanoparticle,,
ATC00010,4,Danio rerio,ZnO,nanoparticle,,
ATC00010,5,Danio rerio,ZnO,nanoparticle,,
ATC00010,7,Danio rerio,ZnO,nanoparticle,,
ATC00010,8,Danio rerio,ZnO,nanoparticle,,
ATC00010,9,Danio rerio,ZnO,nanoparticle,,
ATC00010,10,Danio rerio,ZnO,nanoparticle,,
ATC00010,11,Danio rerio,ZnO,nanoparticle,,
ATC00010,12,Danio rerio,ZnO,nanoparticle,,
ATC00010,13,Danio rerio,ZnO,nanoparticle,,
ATC00010,16,Danio rerio,ZnO,nanoparticle,,
ATC00010,17,Danio rerio,ZnO,nanoparticle,,
ATC00010,18,Danio rerio,ZnO,nanoparticle,enzymatic activity alteration,no
ATC00010,19,Danio rerio,ZnO,nanoparticle,enzymatic activity alteration,yes
ATC00010,20,Danio rerio,ZnO,nanoparticle,enzymatic activity alteration,yes
ATC00010,21,Danio rerio,ZnO,nanoparticle,enzymatic activity alteration,yes
ATC00010,22,Danio rerio,ZnO,nanoparticle,enzymatic activity alteration,no
ATC00010,23,Danio rerio,ZnO,nanoparticle,,
ATC00010,24,Danio rerio,ZnO,nanoparticle,,
ATC00010,25,Danio rerio,ZnO,nanoparticle,acute mortality,no
ATC00010,26,Danio rerio,ZnO,nanoparticle,,
ATC00010,27,Danio rerio,ZnO,nanoparticle,,
ATC00010,28,Danio rerio,ZnO,nanoparticle,,
ATC00010,29,Danio rerio,ZnO,nanoparticle,acute mortality,no
ATC00010,31,Danio rerio,ZnO,nanoparticle,,
ATC00010,32,Danio rerio,ZnO,nanoparticle,,
ATC00010,33,Danio rerio,ZnO,nanoparticle,,
ATC00010,34,Danio rerio,ZnO,nanoparticle,,
ATC00010,35,Danio rerio,ZnO,nanoparticle,,
ATC00010,36,Danio rerio,ZnO,nanoparticle,,
ATC00010,37,Danio rerio,ZnO,nanoparticle,,
ATC00010,39,Danio rerio,ZnO,nanoparticle,,
ATC00010,40,Danio rerio,ZnO,nanoparticle,,
ATC00010,41,Danio rerio,CdSe,nanoparticle,,
ATC00010,42,Danio rerio,CdSe,nanoparticle,,
ATC00010,43,Danio rerio,CdSe,nanoparticle,,
ATC00010,44,Danio rerio,CdSe,nanoparticle,,
ATC00010,45,Danio rerio,CdSe,nanoparticle,,
ATC00010,46,,CdSe,nanoparticle,,
ATC00010,47,,CdSe,nanoparticle,,
ATC00010,48,,CdSe,nanoparticle,,
ATC00010,49,,CdSe,nanoparticle,,
ATC00010,50,,CdSe,nanoparticle,,
ATC00010,51,,CdSe,nanoparticle,,
ATC00010,52,,CdSe,nanoparticle,,
ATC00010,53,,CdSe,nanoparticle,,
ATC00010,54,,CdSe,nanoparticle,,
ATC00010,55,,CdSe,nanoparticle,,
ATC00010,56,,CdSe,nanoparticle,,
ATC00010,57,,CdSe,nanoparticle,,
ATC00010,58,,CdSe,nanoparticle,,
ATC00010,59,,CdSe,nanoparticle,,
ATC00010,74,,CdSe,nanoparticle,,
ATC00010,82,,CdSe,nanoparticle,,
ATC00011,0,,Cu,nanoparticle,,
ATC00011,1,,Ag,nanoparticle,,
ATC00011,2,,Ag,nanoparticle,,
ATC00011,3,,Ag,nanoparticle,,
ATC00011,4,,Cu,nanoparticle,,
ATC00011,5,,Cu,nanoparticle,,
ATC00015,0,,CdSe,dot,,
ATC00015,1,,CdSe,dot,,
ATC00015,8,,CdSe,dot,,
ATC00015,9,,CdSe,dot,,
ATC00015,10,,CdSe,dot,,
ATC00015,11,,CdSe,dot,,
ATC00025,0,Daphnia magna,CeO2,nanoparticle,,
ATC00025,1,Daphnia magna,CeO2,nanoparticle,,
ATC00025,2,Daphnia magna,CeO2,nanoparticle,acute mortality,no
ATC00025,3,Danio rerio,CeO2,nanoparticle,,
ATC00025,4,Danio rerio,CeO2,nanoparticle,,
ATC00025,5,Danio rerio,CeO2,nanoparticle,bioaccumulation,no
ATC00025,6,Danio rerio,CeO2,nanoparticle,bioaccumulation,no
ATC00025,7,Danio rerio,CeO2,nanoparticle,,
ATC00025,8,Danio rerio,CeO2,nanoparticle,,
ATC00025,9,Daphnia magna,CeO2,nanoparticle,bioaccumulation,no
ATC00025,10,Danio rerio,CeO2,nanoparticle,acute mortality,no
ATC00025,11,Danio rerio,CeO2,nanoparticle,acute mortality,no
ATC00025,12,Daphnia magna,CeO2,nanoparticle,bioaccumulation,no
ATC00025,13,Daphnia magna,CeO2,nanoparticle,,
ATC00025,14,Daphnia magna,CeO2,nanoparticle,,
ATC00025,15,Daphnia magna,CeO2,nanoparticle,acute mortality,no
ATC00036,0,Daphnia magna,C,nanotube,,
ATC00036,1,Daphnia magna,C,nanotube,,
ATC00036,2,Daphnia magna,C,nanotube,bioaccumulation,no
ATC00036,3,Daphnia magna,C,nanotube,,
ATC00036,4,Daphnia magna,C,nanotube,,
ATC00036,5,Daphnia magna,C,nanotube,,
ATC00036,6,Daphnia magna,C,nanotube,,
ATC00036,7,Daphnia magna,C,nanotube,,
ATC00036,8,Daphnia magna,C,nanotube,developmental alterations,no
ATC00036,9,Daphnia magna,C,nanotube,,
ATC00036,10,Daphnia magna,C,nanotube,,
ATC00036,11,Daphnia magna,C,nanotube,,
ATC00036,12,Daphnia magna,C,nanotube,,
ATC00036,13,Daphnia magna,C,nanotube,,
ATC00036,14,Daphnia magna,C,nanotube,reproductive impairment,no
ATC00036,15,Daphnia magna,C,nanotube,,
ATC00036,16,Daphnia magna,C,nanotube,,
ATC00036,17,Daphnia magna,C,nanotube,behavioral impairment,no
ATC00036,18,Daphnia magna,C,nanotube,,
ATC00036,19,Daphnia magna,C,nanotube,,
ATC00041,0,Danio rerio,Ag,nanoparticle,enzymatic activity alteration,yes
ATC00041,1,Danio rerio,Ag,nanoparticle,oxidative stress,yes
ATC00041,2,Danio rerio,Ag,nanoparticle,oxidative stress,yes
ATC00041,3,Danio rerio,Ag,nanoparticle,enzymatic activity alteration,yes
ATC00041,4,Danio rerio,Ag,nanoparticle,enzymatic activity alteration,yes
ATC00041,5,Danio rerio,Ag,nanoparticle,,
ATC00041,6,Danio rerio,Ag,nanoparticle,,
ATC00041,7,Danio rerio,Ag,nanoparticle,,
ATC00041,8,Danio rerio,Ag,nanoparticle,oxidative stress,yes
ATC00045,0,Danio rerio,Au,nanoparticle,,
ATC00045,1,Danio rerio,Au,nanoparticle,,
ATC00045,2,Danio rerio,Au,nanoparticle,,
ATC00045,3,Danio rerio,Au,nanoparticle,,
ATC00045,4,Danio rerio,Au,nanoparticle,genotoxicity / DNA Damage,yes
ATC00045,5,Danio rerio,Au,nanoparticle,genotoxicity / DNA Damage,yes
ATC00045,6,Danio rerio,Au,nanoparticle,,
ATC00045,7,Danio rerio,Au,nanoparticle,,
ATC00045,8,Danio rerio,Au,nanoparticle,oxidative stress,yes
ATC00045,9,Danio rerio,Au,nanoparticle,,
ATC00045,10,Danio rerio,Au,nanoparticle,,
ATC00045,11,Danio rerio,Au,nanoparticle,,
ATC00046,0,Daphnia magna,C,nanotube,acute mortality,no
ATC00046,1,Daphnia magna,C,nanotube,bioaccumulation,no
ATC00046,2,Daphnia magna,C,nanotube,developmental alterations,no
ATC00051,0,Danio rerio,Ag,nanoparticle,,
ATC00051,1,Danio rerio,Ag,nanoparticle,,
ATC00051,2,Danio rerio,Ag,nanoparticle,,
ATC00051,3,Danio rerio,Ag,nanoparticle,,
ATC00051,4,Danio rerio,Ag,nanoparticle,enzymatic activity alteration,yes
ATC00051,5,Danio rerio,Ag,nanoparticle,enzymatic activity alteration,yes
ATC00051,6,Danio rerio,Ag,nanoparticle,,
ATC00051,7,Danio rerio,Ag,nanoparticle,,
ATC00051,8,Danio rerio,Ag,nanoparticle,morphological abnormalities,yes
ATC00051,9,Danio rerio,Ag,nanoparticle,,
ATC00051,10,Danio rerio,Ag,nanoparticle,,
ATC00051,11,Danio rerio,Ag,nanoparticle,,
ATC00054,0,,FexOy,nanoparticle,,
ATC00054,1,,FexOy,nanoparticle,,
ATC00062,2,Daphnia magna,ZrO2,nanoparticle,,
ATC00062,3,Daphnia magna,ZrO2,nanoparticle,,
ATC00062,4,Daphnia magna,ZrO2,nanoparticle,,
ATC00062,5,Daphnia magna,ZrO2,nanoparticle,,
ATC00062,6,Daphnia magna,ZrO2,nanoparticle,,
ATC00062,7,Daphnia magna,ZrO2,nanoparticle,,
ATC00062,8,Daphnia magna,ZrO2,nanoparticle,,
ATC00062,9,Daphnia magna,ZrO2,nanoparticle,,
ATC00062,10,Daphnia magna,ZrO2,nanoparticle,,
ATC00062,11,Daphnia magna,ZrO2,nanoparticle,,
ATC00062,12,Daphnia magna,ZrO2,nanoparticle,,
ATC00062,14,Daphnia magna,ZrO2,nanoparticle,,
ATC00062,15,Danio rerio,ZrO2,nanoparticle,,
ATC00062,16,Danio rerio,ZrO2,nanoparticle,,
ATC00062,17,Danio rerio,ZrO2,nanoparticle,,
ATC00062,18,Danio rerio,ZrO2,nanoparticle,,
ATC00062,20,Danio rerio,ZrO2,nanoparticle,,
ATC00062,21,Danio rerio,ZrO2,nanoparticle,,
ATC00062,22,Danio rerio,ZrO2,nanoparticle,,
ATC00062,23,Danio rerio,ZrO2,nanoparticle,,
ATC00062,24,Danio rerio,ZrO2,nanoparticle,,
ATC00062,25,Danio rerio,ZrO2,nanoparticle,,
ATC00062,26,Danio rerio,ZrO2,nanoparticle,,
ATC00062,27,Danio rerio,ZrO2,nanoparticle,,
ATC00080,0,Danio rerio,Ag,nanoparticle,,
ATC00080,1,Danio rerio,Ag,nanoparticle,,
ATC00080,2,Danio rerio,Ag,nanoparticle,,
ATC00081,0,Caenorhabditis elegans,TiO2,nanoparticle,reproductive impairment,yes
ATC00081,1,Caenorhabditis elegans,TiO2,nanoparticle,reproductive impairment,yes
ATC00081,2,Caenorhabditis elegans,TiO2,nanoparticle,reproductive impairment,yes
ATC00081,3,Caenorhabditis elegans,CeO2,nanoparticle,developmental alterations,yes
ATC00081,4,Caenorhabditis elegans,CeO2,nanoparticle,developmental alterations,yes
ATC00081,5,Caenorhabditis elegans,CeO2,nanoparticle,,
ATC00081,6,Caenorhabditis elegans,CeO2,nanoparticle,,
ATC00081,7,Caenorhabditis elegans,CeO2,nanoparticle,,
ATC00081,8,Caenorhabditis elegans,CeO2,nanoparticle,,
ATC00081,9,Caenorhabditis elegans,CeO2,nanoparticle,,
ATC00081,10,Caenorhabditis elegans,CeO2,nanoparticle,,
ATC00081,11,Caenorhabditis elegans,CeO2,nanoparticle,reproductive impairment,yes
ATC00081,12,Caenorhabditis elegans,CeO2,nanoparticle,reproductive impairment,yes
ATC00081,13,Caenorhabditis elegans,CeO2,nanoparticle,reproductive impairment,yes
ATC00081,14,Caenorhabditis elegans,TiO2,nanoparticle,developmental alterations,yes
ATC00081,15,Caenorhabditis elegans,TiO2,nanoparticle,developmental alterations,yes
ATC00081,16,Caenorhabditis elegans,TiO2,nanoparticle,developmental alterations,yes
ATC00081,17,Caenorhabditis elegans,TiO2,nanoparticle,,
ATC00081,18,Caenorhabditis elegans,TiO2,nanoparticle,,
ATC00081,19,Caenorhabditis elegans,TiO2,nanoparticle,,
ATC00081,20,Caenorhabditis elegans,CeO2,nanoparticle,developmental alterations,yes
ATC00081,21,Caenorhabditis elegans,TiO2,nanoparticle,,
ATC00081,22,Caenorhabditis elegans,TiO2,nanoparticle,,
ATC00081,23,Caenorhabditis elegans,TiO2,nanoparticle,,
ATC00086,0,Caenorhabditis elegans,Ag,nanoparticle,behavioral impairment,yes
ATC00086,1,Caenorhabditis elegans,Ag,nanoparticle,,
ATC00086,2,Caenorhabditis elegans,Ag,nanoparticle,,
ATC00086,3,Caenorhabditis elegans,Ag,nanoparticle,,
ATC00086,4,Caenorhabditis elegans,Ag,nanoparticle,,
ATC00086,5,Caenorhabditis elegans,Ag,nanoparticle,,
ATC00086,6,Caenorhabditis elegans,Ag,nanoparticle,,
ATC00086,7,Caenorhabditis elegans,Ag,nanoparticle,,
ATC00086,8,Caenorhabditis elegans,Ag,nanoparticle,,
ATC00086,9,Caenorhabditis elegans,Ag,nanoparticle,,
ATC00086,10,Caenorhabditis elegans,Ag,nanoparticle,,
ATC00086,11,Caenorhabditis elegans,Ag,nanoparticle,oxidative stress,yes
ATC00086,12,Caenorhabditis elegans,Ag,nanoparticle,oxidative stress,yes
ATC00086,13,Caenorhabditis elegans,Ag,nanoparticle,reproductive impairment,yes
ATC00086,14,Caenorhabditis elegans,Ag,nanoparticle,reproductive impairment,yes
ATC00086,15,Caenorhabditis elegans,Ag,nanoparticle,reproductive impairment,yes
ATC00086,16,Caenorhabditis elegans,Ag,nanoparticle,reproductive impairment,yes
ATC00086,17,Caenorhabditis elegans,Ag,nanoparticle,behavioral impairment,yes
ATC00086,18,Caenorhabditis elegans,Ag,nanoparticle,behavioral impairment,yes
ATC00086,19,Caenorhabditis elegans,Ag,nanoparticle,behavioral impairment,yes
ATC00110,0,Daphnia magna,ZnO,nanoparticle,,
ATC00110,1,Daphnia magna,ZnO,nanoparticle,reproductive impairment,yes
ATC00110,2,Daphnia magna,TiO2,nanoparticle,,
ATC00110,3,Daphnia magna,TiO2,nanoparticle,developmental alterations,yes
ATC00110,4,Daphnia magna,TiO2,nanoparticle,,
ATC00110,5,Daphnia magna,TiO2,nanoparticle,reproductive impairment,yes
ATC00110,6,Daphnia magna,CuO,nanoparticle,developmental alterations,yes
ATC00110,7,Daphnia magna,CuO,nanoparticle,,
ATC00110,8,Daphnia magna,CuO,nanoparticle,reproductive impairment,yes
ATC00110,9,Daphnia magna,Au,nanoparticle,,
ATC00110,10,Daphnia magna,Au,nanoparticle,developmental alterations,yes
ATC00110,11,Daphnia magna,Au,nanoparticle,,
ATC00110,12,Daphnia magna,Au,nanoparticle,reproductive impairment,yes
ATC00110,13,Daphnia magna,CuO,nanoparticle,,
ATC00110,14,Daphnia magna,ZnO,nanoparticle,,
ATC00110,15,Daphnia magna,ZnO,nanoparticle,developmental alterations,yes
ATC00114,0,Danio rerio,Ag,nanoparticle,,
ATC00114,1,Danio rerio,Ag,nanoparticle,,
ATC00122,0,Danio rerio,Pd,nanoparticle,developmental alterations,no
ATC00122,1,Danio rerio,Pd,nanoparticle,developmental alterations,no
ATC00122,2,Danio rerio,Pd,nanoparticle,developmental alterations,no
ATC00122,3,Danio rerio,Pd,nanoparticle,reproductive impairment,no
ATC00122,4,Danio rerio,Pd,nanoparticle,reproductive impairment,no
ATC00122,5,Danio rerio,Pd,nanoparticle,reproductive impairment,no
ATC00122,6,Daphnia magna,Pd,nanoparticle,behavioral impairment,no
ATC00122,7,Daphnia magna,Pd,nanoparticle,bioaccumulation,no
ATC00122,8,Daphnia magna,Pd,nanoparticle,bioaccumulation,no
ATC00122,9,Daphnia magna,Pd,nanoparticle,bioaccumulation,no
ATC00122,10,Daphnia magna,Pd,nanoparticle,developmental alterations,no
ATC00122,11,Daphnia magna,Pd,nanoparticle,developmental alterations,no
ATC00122,12,Daphnia magna,Pd,nanoparticle,developmental alterations,no
ATC00122,13,Daphnia magna,Pd,nanoparticle,reproductive impairment,no
ATC00122,14,Daphnia magna,Pd,nanoparticle,reproductive impairment,no
ATC00122,15,Daphnia magna,Pd,nanoparticle,behavioral impairment,no
ATC00122,16,Daphnia magna,Pd,nanoparticle,reproductive impairment,no
ATC00122,17,Daphnia magna,Pd,nanoparticle,behavioral impairment,no
ATC00122,18,Danio rerio,Pd,nanoparticle,behavioral impairment,no
ATC00122,19,Danio rerio,Pd,nanoparticle,behavioral impairment,no
ATC00122,20,Danio rerio,Pd,nanoparticle,behavioral impairment,no
ATC00122,21,Danio rerio,Pd,nanoparticle,bioaccumulation,no
ATC00122,22,Danio rerio,Pd,nanoparticle,bioaccumulation,no
ATC00122,23,Danio rerio,Pd,nanoparticle,bioaccumulation,no
ATC00127,18,Danio rerio,C,nanotube,,
ATC00127,19,Danio rerio,C,nanotube,,
ATC00127,20,Danio rerio,C,nanotube,,
ATC00127,21,Danio rerio,C,nanotube,,
ATC00127,22,Danio rerio,C,nanotube,,
ATC00127,23,Danio rerio,C,nanotube,,
ATC00127,25,Danio rerio,C,nanotube,,
ATC00127,26,Danio rerio,C,nanotube,,
ATC00127,27,Danio rerio,C,nanotube,,
ATC00127,28,Danio rerio,C,nanotube,,
ATC00127,29,Danio rerio,C,nanotube,,
ATC00127,30,Danio rerio,C,nanotube,,
ATC00130,0,Danio rerio,TiO2,nanoparticle,,
ATC00130,1,Danio rerio,TiO2,nanoparticle,,
ATC00130,2,Danio rerio,TiO2,nanoparticle,,
ATC00130,3,Danio rerio,TiO2,nanoparticle,,
ATC00130,4,Danio rerio,TiO2,nanoparticle,,
ATC00130,5,Danio rerio,TiO2,nanoparticle,,
ATC00130,6,Danio rerio,TiO2,nanoparticle,,
ATC00130,7,Danio rerio,TiO2,nanoparticle,,
ATC00130,8,Danio rerio,TiO2,nanoparticle,,
ATC00130,9,Danio rerio,TiO2,nanoparticle,,
ATC00130,10,Danio rerio,TiO2,nanoparticle,,
ATC00130,11,Danio rerio,TiO2,nanoparticle,,
ATC00144,0,Danio rerio,Ag,nanoparticle,,
ATC00144,1,Danio rerio,Ag,nanoparticle,,
ATC00144,2,Danio rerio,Ag,nanoparticle,,
ATC00144,3,Danio rerio,Ag,nanoparticle,,
ATC00164,0,Danio rerio,Cu,nanoparticle,,
ATC00164,4,Danio rerio,Cu,nanoparticle,,
ATC00164,5,Danio rerio,Cu,nanoparticle,,
ATC00164,6,Danio rerio,Cu,nanoparticle,,
ATC00170,0,Daphnia magna,ZnO,nanoparticle,,
ATC00170,1,Daphnia magna,ZnO,nanoparticle,,
ATC00170,2,Daphnia magna,ZnO,nanoparticle,,
ATC00170,3,Daphnia magna,ZnO,nanoparticle,,
ATC00170,4,Daphnia magna,ZnO,nanoparticle,,
ATC00170,5,Daphnia magna,ZnO,nanoparticle,,
ATC00170,6,Daphnia magna,ZnO,nanoparticle,,
ATC00170,7,Daphnia magna,ZnO,nanoparticle,,
ATC00170,8,Daphnia magna,ZnO,nanoparticle,,
ATC00170,9,Daphnia magna,ZnO,nanoparticle,,
ATC00170,10,Daphnia magna,ZnO,nanoparticle,,
ATC00170,11,Daphnia magna,ZnO,nanoparticle,,
ATC00170,12,Daphnia magna,ZnO,nanoparticle,,
ATC00170,13,Daphnia magna,ZnO,nanoparticle,,
ATC00170,14,Daphnia magna,ZnO,nanoparticle,,
ATC00170,15,Daphnia magna,ZnO,nanoparticle,,
ATC00170,16,Daphnia magna,ZnO,nanoparticle,,
ATC00170,17,Daphnia magna,ZnO,nanoparticle,,
ATC00170,18,Daphnia magna,ZnO,nanoparticle,,
ATC00170,19,Danio rerio,ZnO,nanoparticle,,
ATC00170,20,Danio rerio,ZnO,nanoparticle,,
ATC00170,21,Danio rerio,ZnO,nanoparticle,,
ATC00170,22,Danio rerio,ZnO,nanoparticle,,
ATC00170,23,Danio rerio,ZnO,nanoparticle,,
ATC00170,24,Danio rerio,ZnO,nanoparticle,,
ATC00170,25,Danio rerio,ZnO,nanoparticle,,
ATC00170,26,Danio rerio,ZnO,nanoparticle,,
ATC00170,27,Danio rerio,ZnO,nanoparticle,,
ATC00170,28,Danio rerio,ZnO,nanoparticle,,
ATC00170,29,Danio rerio,ZnO,nanoparticle,,
ATC00170,30,Danio rerio,ZnO,nanoparticle,,
ATC00170,31,Danio rerio,ZnO,nanoparticle,,
ATC00170,32,Daphnia magna,ZnO,nanoparticle,,
ATC00170,33,Danio rerio,ZnO,nanoparticle,,
ATC00170,34,Danio rerio,ZnO,nanoparticle,,
ATC00170,35,Danio rerio,ZnO,nanoparticle,,
ATC00170,36,Daphnia magna,ZnO,nanoparticle,,
ATC00170,37,Danio rerio,ZnO,nanoparticle,,
ATC00170,38,Danio rerio,ZnO,nanoparticle,,
ATC00170,39,Danio rerio,ZnO,nanoparticle,,
ATC00170,40,Danio rerio,ZnO,nanoparticle,,
ATC00170,41,Daphnia magna,ZnO,nanoparticle,,
ATC00170,42,Danio rerio,ZnO,nanoparticle,,
ATC00170,43,Danio rerio,ZnO,nanoparticle,,
ATC00170,44,Danio rerio,ZnO,nanoparticle,,
ATC00170,45,Danio rerio,ZnO,nanoparticle,,
ATC00170,46,Danio rerio,ZnO,nanoparticle,,
ATC00170,47,Danio rerio,ZnO,nanoparticle,,
ATC00170,48,Daphnia magna,ZnO,nanoparticle,,
ATC00170,49,Danio rerio,ZnO,nanoparticle,,
ATC00170,50,Danio rerio,ZnO,nanoparticle,,
ATC00170,51,Danio rerio,ZnO,nanoparticle,,
ATC00170,52,Danio rerio,ZnO,nanoparticle,,
ATC00170,53,Danio rerio,ZnO,nanoparticle,,
ATC00170,54,Daphnia magna,ZnO,nanoparticle,,
ATC00170,55,Danio rerio,ZnO,nanoparticle,,
ATC00170,56,Danio rerio,ZnO,nanoparticle,,
ATC00170,57,Danio rerio,ZnO,nanoparticle,,
ATC00170,58,Danio rerio,ZnO,nanoparticle,,
ATC00170,59,Danio rerio,ZnO,nanoparticle,,
ATC00170,60,Danio rerio,ZnO,nanoparticle,,
ATC00170,61,Danio rerio,ZnO,nanoparticle,,
ATC00170,62,Danio rerio,ZnO,nanoparticle,,
ATC00170,63,Danio rerio,ZnO,nanoparticle,,
ATC00170,64,Danio rerio,ZnO,nanoparticle,,
ATC00170,65,Danio rerio,ZnO,nanoparticle,,
ATC00170,66,Danio rerio,ZnO,nanoparticle,,
ATC00170,67,Danio rerio,ZnO,nanoparticle,,
ATC00170,68,Danio rerio,ZnO,nanoparticle,,
ATC00170,69,Danio rerio,ZnO,nanoparticle,,
ATC00170,70,Danio rerio,ZnO,nanoparticle,,
ATC00170,71,Danio rerio,ZnO,nanoparticle,,
ATC00170,72,Danio rerio,ZnO,nanoparticle,,
ATC00170,73,Danio rerio,ZnO,nanoparticle,,
ATC00170,74,Danio rerio,ZnO,nanoparticle,,
ATC00170,75,Danio rerio,ZnO,nanoparticle,,
ATC00170,76,Danio rerio,ZnO,nanoparticle,,
ATC00170,77,Danio rerio,ZnO,nanoparticle,,
ATC00170,78,Danio rerio,ZnO,nanoparticle,,
ATC00170,79,Danio rerio,ZnO,nanoparticle,,
ATC00170,80,Daphnia magna,ZnO,nanoparticle,,
ATC00170,81,Danio rerio,ZnO,nanoparticle,,
ATC00170,82,Danio rerio,ZnO,nanoparticle,,
ATC00170,83,Daphnia magna,ZnO,nanoparticle,,
ATC00170,84,Danio rerio,ZnO,nanoparticle,,
ATC00170,85,Danio rerio,ZnO,nanoparticle,,
ATC00170,86,Danio rerio,ZnO,nanoparticle,,
ATC00170,87,Danio rerio,ZnO,nanoparticle,,
ATC00170,88,Danio rerio,ZnO,nanoparticle,,
ATC00170,89,Danio rerio,ZnO,nanoparticle,,
ATC00170,90,Daphnia magna,ZnO,nanoparticle,,
ATC00170,91,Daphnia magna,ZnO,nanoparticle,,
ATC00170,92,Daphnia magna,ZnO,nanoparticle,,
ATC00170,93,Daphnia magna,ZnO,nanoparticle,,
ATC00170,94,Daphnia magna,ZnO,nanoparticle,,
ATC00170,95,Daphnia magna,ZnO,nanoparticle,,
ATC00170,96,Daphnia magna,ZnO,nanoparticle,,
ATC00170,97,Daphnia magna,ZnO,nanoparticle,,
ATC00170,98,Daphnia magna,ZnO,nanoparticle,,
ATC00170,99,Daphnia magna,ZnO,nanoparticle,,
ATC00173,0,Caenorhabditis elegans,CeO2,nanoparticle,,
ATC00173,1,Caenorhabditis elegans,CeO2,nanoparticle,,
ATC00173,2,Caenorhabditis elegans,CeO2,nanoparticle,,
ATC00173,3,Danio rerio,CeO2,nanoparticle,,
ATC00173,4,Danio rerio,CeO2,nanoparticle,,
ATC00173,5,Danio rerio,CeO2,nanoparticle,morphological abnormalities,no
ATC00173,6,Danio rerio,CeO2,nanoparticle,,
ATC00173,7,Danio rerio,CeO2,nanoparticle,,
ATC00173,8,Danio rerio,CeO2,nanoparticle,,
ATC00173,9,Danio rerio,CeO2,nanoparticle,,
ATC00173,10,Danio rerio,CeO2,nanoparticle,,
ATC00173,11,Danio rerio,CeO2,nanoparticle,,
ATC00173,12,Danio rerio,CeO2,nanoparticle,oxidative stress,no
ATC00173,13,Caenorhabditis elegans,CeO2,nanoparticle,behavioral impairment,no
ATC00173,14,Caenorhabditis elegans,CeO2,nanoparticle,,
ATC00173,15,Caenorhabditis elegans,CeO2,nanoparticle,developmental alterations,yes
ATC00173,16,Caenorhabditis elegans,CeO2,nanoparticle,developmental alterations,yes
ATC00173,17,Caenorhabditis elegans,CeO2,nanoparticle,developmental alterations,yes
ATC00173,18,Caenorhabditis elegans,CeO2,nanoparticle,,
ATC00173,19,Caenorhabditis elegans,CeO2,nanoparticle,developmental alterations,yes
ATC00173,20,Caenorhabditis elegans,CeO2,nanoparticle,developmental alterations,yes
ATC00173,21,Caenorhabditis elegans,CeO2,nanoparticle,developmental alterations,no
ATC00173,22,Caenorhabditis elegans,CeO2,nanoparticle,,
ATC00173,23,Caenorhabditis elegans,CeO2,nanoparticle,,
ATC00173,24,Caenorhabditis elegans,CeO2,nanoparticle,,
ATC00173,25,Caenorhabditis elegans,CeO2,nanoparticle,,
ATC00173,26,Caenorhabditis elegans,CeO2,nanoparticle,,
ATC00173,27,Caenorhabditis elegans,CeO2,nanoparticle,,
ATC00173,28,Caenorhabditis elegans,CeO2,nanoparticle,,
ATC00173,29,Caenorhabditis elegans,CeO2,nanoparticle,morphological abnormalities,no
ATC00173,30,Caenorhabditis elegans,CeO2,nanoparticle,,
ATC00173,31,Caenorhabditis elegans,CeO2,nanoparticle,,
ATC00173,32,Caenorhabditis elegans,CeO2,nanoparticle,,
ATC00173,33,Caenorhabditis elegans,CeO2,nanoparticle,,
