Filename,Counter,nanomaterial_composition,nanomaterial_morphology,nanomaterial_size,biological_species,toxic_lc50,nanomaterial_zeta_potential,biofilms_killing_perc,microbe_killing_log,microbe_killing_mic,nanomaterial_surface_area,microbe_killing_mbc
ATC16629,28,Cu,nanoparticle,0.000000025,,,,,,,,
ATC16629,29,Cu,nanoparticle,0.00000082,,,,,,,,
ATC16629,30,Cu2O,nanoparticle,0.000000025,,,,,,,,
ATC16629,31,Cu2O,nanoparticle,0.00000082,,,,,,,,
ATC16629,32,Cu2O,nanoparticle,0.000000025,,,,,,,,
ATC16629,33,Cu2O,nanoparticle,0.00000082,,,,,,,,
ATC16629,34,Cu2O,nanoparticle,0.000000025,,,,,,,,
ATC16629,35,Cu2O,nanoparticle,0.00000082,,,,,,,,
ATC16635,1,C,nanotube,,,,,,,,,
ATC16637,0,TiO2,nanoparticle,0.000000021,Staphylococcus aureus,,,,,,,
ATC16641,0,C,nanotube,,,,,,,,,
ATC16644,0,ZnO,nanoparticle,,,,,,,,,
ATC16644,1,Zn,nanoparticle,,,,,,,,,
ATC16646,1,graphene,nanosheet,,,,,,,,,
ATC16650,0,TiO2,nanotube,,Escherichia coli,,,,,,,
ATC16655,0,Ag,nanoparticle,,,,,,,,,
ATC16655,1,ZnO,nanoparticle,,Daphnia magna,,,,,,,
ATC16655,2,TiO2,nanoparticle,,Daphnia magna,,,,,,,
ATC16656,0,Ag,nanoparticle,0.000000023,,,-0.01343,,,,,
ATC16659,0,Ag,nanoparticle,0.000000009,,,,,,,,
ATC16659,1,Ag,nanoparticle,0.000000009,,,,,,,,
ATC16659,2,Pt,nanoparticle,0.000000003,,,,,,,,
ATC16659,3,Pt,nanoparticle,0.000000003,,,,,,,,
ATC16663,0,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC16663,1,Ag,nanoparticle,0.00000005,Escherichia coli,,,,,,,
ATC16663,4,TiO2,nanotube,0.000000139,,,,,,,,
ATC16663,5,TiO2,nanotube,,,,,,,,,
ATC16663,6,TiO2,nanotube,0.000000139,,,,,,,,
ATC16663,7,TiO2,nanotube,,,,,,,,,
ATC16663,8,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC16663,9,Ag,nanoparticle,0.00000005,Staphylococcus aureus,,,,,,,
ATC16664,1,Ag,nanosphere,,,,,,,,,
ATC16664,2,CeO2,nanosheet,,,,,,,,,
ATC16666,2,Ag,nanoparticle,0.000004,Escherichia coli,,,,,,,
ATC16666,3,Ag,nanoparticle,0.000004,Staphylococcus aureus,,,,,,,
ATC16669,0,FexOy,nanoparticle,0.000000013,,,,,,,,
ATC16670,4,TiO2,nanoparticle,,Escherichia coli,,,,,,,
ATC16674,4,ZnO,nanoparticle,,Escherichia coli,,,,,,,
ATC16674,5,ZnO,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC16675,0,Ag,nanoparticle,0.000000043,,,,,,,,
ATC16675,1,MnO2,nanoparticle,0.000000043,,,,,,,,
ATC16678,0,Ag,nanoparticle,0.000000005,Escherichia coli,,0.0247,,,,,
ATC16678,1,Ag,nanoparticle,0.000000005,Pseudomonas aeruginosa,,0.0247,,,,,
ATC16678,2,Ag,nanoparticle,0.000000005,Staphylococcus aureus,,0.0247,,,,,
ATC16681,0,C,nanotube,,,,,,,,,
ATC16682,4,TiO2,nanoparticle,,,,,,,,,
ATC16684,0,CoS,nanoparticle,,,,,,,,,
ATC16684,1,CoS,nanoparticle,,,,,,,,,
ATC16685,0,Ag,nanoparticle,0.000000004,,,,,,,,
ATC16696,0,CuO,nanoparticle,,,,,,,,,
ATC16696,1,CuO,nanoparticle,,,,,,,,,
ATC16699,0,Au,nanoparticle,0.000000002,,,,,,,,
ATC16699,1,Au,nanoparticle,0.000000002,,,,,,,,
ATC16700,0,Ag2O,nanoparticle,,Aspergillus fumigatus,,,,,,,
ATC16700,1,Ag2O,nanoparticle,,Aspergillus niger,,,,,,,
ATC16700,2,Ag2O,nanoparticle,,Bacillus subtilis,,,,,,,
ATC16700,3,Ag2O,nanoparticle,,Enterococcus faecalis,,,,,,,
ATC16700,4,Ag2O,nanoparticle,,Escherichia coli,,,,,,,
ATC16700,5,Ag2O,nanoparticle,,Pseudomonas aeruginosa,,,,,,,
ATC16700,6,Ag2O,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC16700,7,Ag2O,nanoparticle,,Aspergillus flavus,,,,,,,
ATC16700,8,Ag2O,nanoparticle,,Candida albicans,,,,,,,
ATC16700,9,Ag2O,nanoparticle,,Penicillium chrysogenum,,,,,,,
ATC16703,0,ZnO,nanoparticle,,Escherichia coli,,,,,,,
ATC16703,1,ZnO,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC16705,0,TiO2,nanotube,,Escherichia coli,,,,,,,
ATC16705,1,TiO2,nanotube,,Pseudomonas aeruginosa,,,,,,,
ATC16705,2,TiO2,nanotube,,Staphylococcus aureus,,,,,,,
ATC16708,0,Cu2O,nanoparticle,0.000000031,,,,,,,,
ATC16708,1,Cu2O,nanoparticle,0.000000031,,,,,,,,
ATC16708,2,Ag,nanoparticle,0.00000003,,,,,,,,
ATC16708,3,Ag,nanoparticle,0.00000003,,,,,,,,
ATC16710,0,C,nanotube,0.0000001,,,,,,,,
ATC16711,0,Ag,nanoparticle,,,,,,,,,
ATC16712,0,Au,nanoparticle,0.000000015,,,-0.0288,,,,,
ATC16712,1,Au,nanoparticle,0.000000015,,,-0.0288,,,,,
ATC16712,2,Au,nanoparticle,0.000000015,,,-0.0288,,,,,
ATC16712,3,Au,nanoparticle,0.000000015,,,-0.0288,,,,,
ATC16712,4,Au,nanoparticle,0.000000015,,,-0.0288,,,,,
ATC16712,5,Au,nanoparticle,0.000000015,,,-0.0288,,,,,
ATC16713,0,Ag,nanoparticle,0.000000038,,,,,,,,
ATC16713,1,Ag,nanoparticle,0.000000038,,,,,,,,
ATC16713,2,Ag,nanoparticle,0.000000038,,,,,,,,
ATC16713,3,Ag,nanoparticle,0.000000038,,,,,,,,
ATC16713,4,Ag,nanoparticle,0.000000038,,,,,,,,
ATC16713,5,Ag,nanoparticle,0.000000038,,,,,,,,
ATC16713,6,Ag,nanoparticle,0.000000038,,,,,,,,
ATC16713,7,Ag,nanoparticle,0.000000038,,,,,,,,
ATC16713,8,Ag,nanoparticle,0.000000038,,,,,,,,
ATC16717,0,Fe3O4,nanoparticle,,,,,,,,,
ATC16718,8,CuO,nanoparticle,,,,,,,,,
ATC16718,9,CuO,nanoparticle,,,,,,,,,
ATC16718,10,CuO,nanoparticle,,,,,,,,,
ATC16722,0,graphene,dot,,,,,,,,,
ATC16723,0,Ag,nanoparticle,0.000000018,,,,,,,,
ATC16724,0,SiO2,nanoparticle,,,,,,,,,
ATC16724,1,SiO2,nanoparticle,,,,,,,,,
ATC16726,0,ZnO,nanostructure,,,,,,,,,
ATC16726,1,ZnO,nanostructure,,,,,,,,,
ATC16727,0,C,dot,,,,,,,,,
ATC16727,1,C,dot,,,,,,,,,
ATC16727,2,C,dot,,,,,,,,,
ATC16729,0,Zn,nanoparticle,,,,,,,,,
ATC16729,1,ZnO,nanoparticle,,,,,,,,,
ATC16730,1,TiO2,nanoparticle,0.00000125,,,,,,,,
ATC16735,0,Ag,nanoparticle,0.000000023,,,,,,,,
ATC16735,1,Ag,nanoparticle,0.000000027,,,,,,,,
ATC16735,2,Ag,nanoparticle,0.000000023,,,,,,,,
ATC16735,3,Ag,nanoparticle,0.000000027,,,,,,,,
ATC16735,4,TiO2,nanoparticle,0.000000023,,,,,,,,
ATC16735,5,TiO2,nanoparticle,0.000000031,,,,,,,,
ATC16735,6,TiO2,nanoparticle,0.000000023,,,,,,,,
ATC16735,7,TiO2,nanoparticle,0.000000031,,,,,,,,
ATC16735,8,TiO2,nanoparticle,0.000000023,,,,,,,,
ATC16735,9,TiO2,nanoparticle,0.000000031,,,,,,,,
ATC16735,10,TiO2,nanoparticle,0.000000023,,,,,,,,
ATC16735,11,TiO2,nanoparticle,0.000000031,,,,,,,,
ATC16735,12,Ag,nanoparticle,0.000000023,,,,,,,,
ATC16735,13,TiO2,nanoparticle,0.000000023,,,,,,,,
ATC16735,14,TiO2,nanoparticle,0.000000031,,,,,,,,
ATC16735,15,TiO2,nanoparticle,0.000000023,,,,,,,,
ATC16735,16,TiO2,nanoparticle,0.000000031,,,,,,,,
ATC16735,17,Ag,nanoparticle,0.000000027,,,,,,,,
ATC16735,18,Ag,nanoparticle,0.000000023,,,,,,,,
ATC16735,19,Ag,nanoparticle,0.000000027,,,,,,,,
ATC16735,20,Ag,nanoparticle,0.000000023,,,,,,,,
ATC16735,21,Ag,nanoparticle,0.000000027,,,,,,,,
ATC16735,22,Ag,nanoparticle,0.000000023,,,,,,,,
ATC16735,23,Ag,nanoparticle,0.000000027,,,,,,,,
ATC16736,2,Ti,nanowire,,,,,,,,,
ATC16736,4,Ag,nanoparticle,,,,,,,,,
ATC16738,0,Ag,nanoparticle,,,,,,,,,
ATC16738,1,Ag,nanoparticle,,Pseudomonas aeruginosa,,,,,,,
ATC16738,2,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC16740,0,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC16744,0,ZnO,nanoparticle,,,,,,,,,
ATC16744,1,ZnO,nanoparticle,,,,,,,,,
ATC16748,0,C,nanotube,,,,,,,,,
ATC16748,1,C,nanotube,,,,,,,,,
ATC16750,0,SiO2,nanoparticle,,,,,,,,,
ATC16750,1,SiO2,nanoparticle,,,,,,,,,
ATC16751,0,Ce,nanoparticle,,,,,,,,,
ATC16751,2,CeO2,nanoparticle,,,,,,,,,
ATC16752,0,C,nanotube,,,,,,,,,
ATC16753,0,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC16753,1,Ag,nanoparticle,0.000000042,Escherichia coli,,,,,,,
ATC16753,2,Ag,nanoparticle,0.00000001,Escherichia coli,,,,,,,
ATC16753,3,Ag,nanoparticle,0.00000001,Escherichia coli,,,,,,,
ATC16754,0,ZnO,nanoparticle,,Escherichia coli,,,,,,,
ATC16754,1,ZnO,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC16755,0,Pd,nanoparticle,,,,,,,,,
ATC16758,0,Zn,nanoparticle,0.000000007,,,,,,,,
ATC16758,1,Zn,nanoparticle,0.000000007,,,,,,,,
ATC16758,2,Zn,nanoparticle,0.000000007,,,,,,,,
ATC16758,3,Zn,nanoparticle,0.000000007,,,,,,,,
ATC16758,4,ZnO,nanoparticle,0.000000007,Bacillus subtilis,,,,,,,
ATC16758,5,ZnO,nanoparticle,0.000000007,Candida albicans,,,,,,,
ATC16758,6,ZnO,nanoparticle,0.000000007,Escherichia coli,,,,,,,
ATC16758,7,ZnO,nanoparticle,0.000000007,Pseudomonas aeruginosa,,,,,,,
ATC16759,0,Cu,nanoparticle,,,,,,,,,
ATC16759,1,Ag,nanoparticle,,,,,,,,,
ATC16760,0,TiO2,nanoparticle,,,,,,,,,
ATC16760,1,TiO2,nanoparticle,,,,,,,,,
ATC16760,7,Au,nanorod,,,,,,,,,
ATC16760,8,Au,nanorod,,,,,,,,,
ATC16760,9,Au,nanorod,,,,,,,,,
ATC16760,10,TiO2,nanoparticle,,Salmonella typhimurium,,,,,,,
ATC16761,0,Zn,dot,0.000000003,,,,,,,,
ATC16761,4,ZnTe,dot,0.000000003,,,,,,,,
ATC16764,0,Fe3O4,nanoparticle,0.000000029,,,,,,,,
ATC16768,0,Ag,nanoparticle,,,,,,,,,
ATC16768,1,Ag,nanoparticle,,,,,,,,,
ATC16769,0,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC16769,1,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC16771,0,TiO2,nanoparticle,,,,,,,,,
ATC16773,0,Ag,nanoparticle,,,,,,,,,
ATC16773,1,Ag,nanoparticle,,,,,,,,,
ATC16777,4,Cu,nanoparticle,0.000000005,,,,,,,,
ATC16777,5,Cu,nanoparticle,0.000000005,,,,,,,,
ATC16779,0,Au,nanostructure,,Escherichia coli,,,,,,,
ATC16780,0,CuO,nanoparticle,0.000000018,,,,,,,,
ATC16780,1,CuO,nanoparticle,0.000000018,,,,,,,,
ATC16783,0,Au,nanoparticle,,,,,,,,,
ATC16787,0,Ag,nanoparticle,,,,,,,,,
ATC16787,1,Ag,nanoparticle,,,,,,,,,
ATC16787,2,Ag,nanoparticle,,,,,,,,,
ATC16787,3,Ag,nanoparticle,,,,,,,,,
ATC16787,4,Ag,nanoparticle,,,,,,,,,
ATC16788,0,Ag,nanoparticle,0.000000002,,,,,,,,
ATC16788,1,Ag,nanoparticle,0.000000002,,,,,,,,
ATC16791,0,C,dot,,,,,,,,,
ATC16791,1,C,dot,,,,,,,,,
ATC16798,0,TiO2,nanoparticle,0.000000059,Pseudomonas aeruginosa,,,,,,,
ATC16798,1,TiO2,nanoparticle,0.000000059,Klebsiella pneumoniae,,,,,,,
ATC16798,2,TiO2,nanoparticle,0.000000059,Staphylococcus aureus,,,,,,,
ATC16798,3,TiO2,nanoparticle,0.000000059,Escherichia coli,,,,,,,
ATC16798,4,TiO2,nanoparticle,0.000000059,Proteus vulgaris,,,,,,,
ATC16798,5,TiO2,nanoparticle,0.000000059,Staphylococcus epidermidis,,,,,,,
ATC16799,0,Au,nanoparticle,,,,,,,,,
ATC16799,1,Au,nanoparticle,,,,,,,,,
ATC16799,2,Au,nanoparticle,,,,,,,,,
ATC16800,0,Cu,nanoparticle,,,,,,,,,
ATC16800,1,Ag,nanoparticle,,,,,,,,,
ATC16800,2,CuO,nanoparticle,,,,,,,,,
ATC16801,0,C,dot,,,,,,,,,
ATC16801,1,C,dot,,,,,,,,,
ATC16803,0,Au,nanoparticle,,,,,,,,,
ATC16803,1,Au,nanoparticle,,,,,,,,,
ATC16803,2,Au,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC16804,0,Au,nanoparticle,,,,,,,,,
ATC16804,1,Au,nanoparticle,,,,,,,,,
ATC16808,3,Cu,nanorod,0.000000083,,,,,,,,
ATC16808,4,Cu,nanorod,0.000000083,,,,,,,,
ATC16808,5,Cu,nanorod,0.000000083,,,,,,,,
ATC16811,0,ZnO,nanoparticle,,,,,,,,,
ATC16811,1,ZnO,nanoparticle,,,,,,,,,
ATC16811,2,ZnO,nanoparticle,,,,,,,,,
ATC16811,3,CuO,nanoparticle,,,,,,,,,
ATC16811,4,CuO,nanoparticle,,,,,,,,,
ATC16811,5,CuO,nanoparticle,,,,,,,,,
ATC16812,0,Ag,nanoparticle,,,,,,,,,
ATC16812,1,Ag,nanoparticle,,,,,,,,,
ATC16812,2,Ag,nanoparticle,,,,,,,,,
ATC16814,0,Ag,nanosphere,0.000000015,,,,,,,,
ATC16814,1,Ag,nanoparticle,0.000000015,,,,,,,,
ATC16814,4,ZnO,nanosphere,0.00000001,,,,,,,,
ATC16814,5,ZnO,nanoparticle,0.00000001,,,,,,,,
ATC16815,0,Ag,nanoparticle,0.000000252,Pseudomonas aeruginosa,,-0.03651,,,,,
ATC16815,1,Ag,nanoparticle,0.000000252,Candida albicans,,-0.03651,,,,,
ATC16815,2,Ag,nanoparticle,0.000000252,Staphylococcus aureus,,-0.03651,,,,,
ATC16815,3,Ag,nanoparticle,0.000000252,Escherichia coli,,-0.03651,,,,,
ATC16815,4,Ag,nanoparticle,0.000000252,Listeria monocytogenes,,-0.03651,,,,,
ATC16815,5,Ag,nanoparticle,0.000000252,Streptococcus mutans,,-0.03651,,,,,
ATC16816,0,Ag,nanoparticle,0.000000013,Staphylococcus aureus,,,,,0.005,,
ATC16816,1,Fe3O4,nanoparticle,0.000000013,,,,,,,,
ATC16817,0,ZnO,nanoparticle,,,,,,,,,
ATC16819,0,CeO2,nanoparticle,,,,,,,,,
ATC16822,0,Au,nanoparticle,0.00000001,Escherichia coli,,,,,,,
ATC16822,1,Au,nanoparticle,0.00000001,Rhodococcus rhodochrous,,,,,,,
ATC16825,0,Fe2O3,nanoparticle,,Bacillus subtilis,,,,,,,
ATC16828,0,Cu,nanofiber,,,,,,,,,
ATC16828,1,Cu,nanofiber,,,,,,,,,
ATC16828,2,Cu,nanoparticle,,,,,,,,,
ATC16828,3,Cu,nanoparticle,,,,,,,,,
ATC16829,1,ZnO,nanoparticle,,Escherichia coli,,,,,,,
ATC16829,2,ZnO,nanorod,,Escherichia coli,,,,,,,
ATC16831,0,Ag,nanorod,,Escherichia coli,,,,,,,
ATC16831,1,Ag,nanorod,,Staphylococcus aureus,,,,,,,
ATC16831,2,SnO2,nanorod,,,,,,,,,
ATC16831,3,SnO2,nanorod,,,,,,,,,
ATC16832,0,ZnO,nanoparticle,,,,,,,,,
ATC16832,1,ZnO,nanoparticle,,,,,,,,,
ATC16833,0,Ag,nanoparticle,0.000000011,Escherichia coli,,,,,,,
ATC16833,1,Ag,nanoparticle,0.000000011,,,,,,,,
ATC16835,0,TiO2,nanoparticle,,,,,,,,,
ATC16836,0,Cu,nanoparticle,,,,,,,,,
ATC16836,1,Cu,nanoparticle,,,,,,,,,
ATC16836,4,Cu,nanoparticle,,,,,,,,,
ATC16836,5,Cu,nanoparticle,,,,,,,,,
ATC16836,6,Cu,nanoparticle,,,,,,,,,
ATC16836,7,Cu,nanoparticle,,,,,,,,,
ATC16838,0,Au,nanoparticle,0.000000024,Pseudomonas aeruginosa,,,,,,,
ATC16838,1,Au,nanoparticle,0.00000002,Pseudomonas aeruginosa,,,,,,,
ATC16838,2,Au,nanoparticle,0.000000024,Staphylococcus aureus,,,,,,,
ATC16838,3,Au,nanoparticle,0.00000002,Staphylococcus aureus,,,,,,,
ATC16839,0,Ag,nanoparticle,,,,,,,,,
ATC16839,1,Ag,nanoparticle,,,,,,,,,
ATC16840,0,Au,nanoparticle,,,,,,,,,
ATC16845,0,Ag,nanoparticle,,,,,,,,,
ATC16846,0,Ag,nanoparticle,,Candida albicans,,,,,,,
ATC16846,1,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC16846,2,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC16850,2,TiO2,nanoparticle,0.00000001,Escherichia coli,,,,,,,
ATC16850,3,TiO2,nanoparticle,0.00000001,Staphylococcus aureus,,,,,,,
ATC16854,0,Fe,nanoparticle,,,,,,,,,
ATC16854,1,Fe,nanoparticle,,,,,,,,,
ATC16854,2,FexOy,nanoparticle,,,,,,,,,
ATC16854,3,FexOy,nanoparticle,,Chlorella vulgaris,,,,,,,
ATC16855,0,Cu2O,nanosphere,,Escherichia coli,,,,,,,
ATC16855,1,Cu2O,nanosphere,,Staphylococcus aureus,,,,,,,
ATC16856,2,Pd,nanoparticle,0.000000039,,,,,,,,
ATC16856,3,Pd,nanoparticle,0.000000039,,,,,,,,
ATC16857,2,TiO2,nanoparticle,,Escherichia coli,,,,,,,
ATC16857,3,TiO2,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC16858,0,Au,nanoparticle,0.000000014,,,,,,,,
ATC16858,1,Au,nanoparticle,0.000000014,,,,,,,,
ATC16859,0,TiO2,nanoparticle,0.00000035,,,,,,,,
ATC16859,1,TiO2,nanoparticle,0.00000035,,,,,,,,
ATC16859,2,TiO2,nanoparticle,0.00000035,,,,,,,,
ATC16861,0,Au,nanorod,,,,,,,,,
ATC16861,1,Au,nanorod,,,,,,,,,
ATC16863,0,graphene,dot,,,,,,,,,
ATC16865,0,BP,nanosheet,,,,,,,,,
ATC16867,2,ZnO,nanorod,0.0000001,Escherichia coli,,0.014435,,,0.25488,,
ATC16867,3,ZnO,nanorod,0.0000001,,,0.014435,,,,,
ATC16867,6,Zn,nanoparticle,,,,,,,,,
ATC16867,7,Zn,nanoparticle,,,,,,,,,
ATC16867,8,Zn,nanorod,0.0000001,,,,,,,,
ATC16867,9,Zn,nanorod,0.0000001,,,,,,,,
ATC16867,10,ZnO,nanoparticle,,Escherichia coli,,0.014435,,,0.25488,,
ATC16867,11,ZnO,nanoparticle,,,,0.014435,,,,,
ATC16869,0,Ag,nanoparticle,,,,,,,,,
ATC16869,1,Ag,nanoparticle,0.000000032,,,,,,,,
ATC16874,0,Au,nanoparticle,,,,,,,,,
ATC16879,0,Fe2WO6,nanoparticle,,,,,,,,,
ATC16879,4,ZnO,nanorod,,,,,,,,,
ATC16881,0,ZnO,nanorod,,Escherichia coli,,,,,,,
ATC16883,0,Se,nanoparticle,,,,,,,,,
ATC16884,0,Ag,nanoparticle,0.000000019,,,,,,,,
ATC16884,1,Ag,nanoparticle,0.000000019,,,,,,,,
ATC16884,2,Ag,nanoparticle,0.000000019,,,,,,,,
ATC16884,3,Ag,nanoparticle,0.000000019,,,,,,,,
ATC16885,0,ZnO,nanoparticle,,,,-0.0205,,,,,
ATC16886,0,C,dot,,,,0.01885,,,,,
ATC16886,1,C,dot,,,,0.0332,,,,,
ATC16888,4,SiO2,nanosphere,,,,,,,,,
ATC16888,5,SiO2,nanosphere,,,,,,,,,
ATC16891,0,Ag,nanoparticle,,Candida albicans,,,,,,,
ATC16891,1,Ag,nanoparticle,0.0000001,Candida albicans,,,,,,,
ATC16891,2,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC16891,3,Ag,nanoparticle,0.0000001,Escherichia coli,,,,,,,
ATC16895,0,Au,nanoparticle,,,,,,,,,
ATC16895,1,Au,nanoparticle,,,,,,,,,
ATC16895,2,Au,nanoparticle,,,,,,,,,
ATC16895,3,Au,nanoparticle,,,,,,,,,
ATC16895,4,Au,nanoparticle,,,,,,,,,
ATC16897,0,Ag,nanoparticle,0.000000058,Bacillus cereus,,,,,,,
ATC16897,1,Ag,nanoparticle,0.000000058,Escherichia coli,,,,,,,
ATC16897,2,Ag,nanoparticle,0.000000058,Staphylococcus aureus,,,,,,,
ATC16900,0,Au,nanostructure,,,,,,,,,
ATC16901,0,Fe2O3,nanoparticle,,,,,,,,,
ATC16903,0,Ag,nanoparticle,,,,,,,,,
ATC16904,0,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC16905,0,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC16905,1,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC16907,0,Ag,nanoparticle,,,,,,,,,
ATC16907,1,Ag,nanoparticle,,,,,,,,,
ATC16907,2,Ag,nanoparticle,,,,,,,,,
ATC16907,3,Ag,nanoparticle,,,,,,,,,
ATC16912,0,Au,nanoparticle,,,,,,,,,
ATC16912,1,TiO2,nanoparticle,,,,,,,,,
ATC16913,0,Ag,nanostructure,,Plasmodium falciparum,,,,,,,
ATC16913,1,Ag,nanostructure,,,,,,,,,
ATC16913,4,Ag,nanostructure,,Anopheles stephensi,0.0062875,,,,,,
ATC16913,5,Ag,nanostructure,,Bacillus subtilis,,,,,,,
ATC16913,6,Ag,nanostructure,,Klebsiella pneumoniae,,,,,,,
ATC16913,7,Ag,nanostructure,,Salmonella typhi,,,,,,,
ATC16918,0,C,nanotube,,,,,,,,,
ATC16918,1,C,nanotube,,,,,,,,,
ATC16918,4,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC16918,5,Ag,nanoparticle,,,,,,,,,
ATC16918,6,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC16918,7,Ag,nanoparticle,,,,,,,,,
ATC16918,8,C,nanotube,,,,,,,,,
ATC16918,9,C,nanotube,,,,,,,,,
ATC16921,0,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC16921,1,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC16922,5,SnO2,nanoparticle,,,,,,,,,
ATC16922,7,CeO2,nanoparticle,,,,,,,,,
ATC16922,15,ZnO,nanoparticle,,,,,,,,,
ATC16925,0,SiO2,nanoparticle,,,,,,,,,
ATC16926,0,Zn,nanoparticle,,Eisenia andrei,,,,,,,
ATC16926,1,ZnO,nanoparticle,,Eisenia andrei,,,,,,,
ATC16929,0,C,nanotube,,,,,,,,,
ATC16931,0,Ag,nanoparticle,0.000000085,,,,,,,,
ATC16931,1,Ag,nanoparticle,0.000000085,,,,,,,,
ATC16933,0,Ag,nanoparticle,0.000000011,,,,,,,,
ATC16933,1,Ag,nanoparticle,0.000000011,,,,,,,,
ATC16934,0,C,nanotube,,,,,,,,,
ATC16936,0,ZnO,nanoparticle,,Saccharomyces cerevisiae,,,,,,,
ATC16939,0,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC16939,1,Ag,nanoparticle,,,,,,,,,
ATC16939,2,Ag,nanoparticle,,,,,,,,,
ATC16939,3,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC16944,0,ZnO,nanoparticle,,Biomphalaria alexandrina,0.145,,,,,,
ATC16945,0,Ag,nanoparticle,0.000000065,,,,,,,,
ATC16945,1,Ag,nanoparticle,0.000000065,Bacillus subtilis,,,,,,,
ATC16945,2,Ag,nanoparticle,0.000000065,Escherichia coli,,,,,,,
ATC16946,0,ZnO,nanoparticle,,,,,,,,,
ATC16948,0,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC16948,1,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC16953,0,Fe3O4,nanoparticle,,,,,,,,,
ATC16953,1,Fe3O4,nanoparticle,,,,,,,,,
ATC16953,2,Fe3O4,nanoparticle,,,,,,,,,
ATC16958,1,SiO2,nanoparticle,0.00000038,,,,,,,,
ATC16963,2,Ag,nanofiber,,,,,,,,,
ATC16963,3,Ag,nanofiber,,,,,,,,,
ATC16964,0,C,dot,,,,,,,,,
ATC16966,0,ZnO,nanoparticle,,,,,,,,,
ATC16966,1,ZnO,nanorod,,,,,,,,,
ATC16968,4,Pd,nanoparticle,,,,,,,,,
ATC16968,5,Pd,nanoparticle,,,,,,,,,
ATC16968,6,Pd,nanoparticle,,,,,,,,,
ATC16968,7,Pd,nanoparticle,,,,,,,,,
ATC16969,0,Al2O3,nanorod,0.00000002,,,,,,,,
ATC16969,1,Al2O3,nanorod,,,,,,,,,
ATC16969,2,Al2O3,nanorod,,,,,,,,,
ATC16969,3,Al2O3,nanorod,,,,,,,,,
ATC16969,4,MnO2,nanorod,,,,,,,,,
ATC16969,5,MnO2,nanorod,,,,,,,,,
ATC16969,6,MnO2,nanorod,,,,,,,,,
ATC16969,7,MnO2,nanorod,,,,,,,,,
ATC16969,8,MnO2,nanorod,,,,,,,,,
ATC16969,9,MnO2,nanorod,,,,,,,,,
ATC16969,10,MnO2,nanorod,,,,,,,,,
ATC16969,11,MnO2,nanorod,,,,,,,,,
ATC16969,12,Al2O3,nanorod,,,,,,,,,
ATC16969,13,MnO2,nanorod,,,,,,,,,
ATC16969,14,MnO2,nanorod,,,,,,,,,
ATC16969,15,MnO2,nanorod,,,,,,,,,
ATC16969,16,MnO2,nanorod,,,,,,,,,
ATC16969,17,ZnO,nanorod,,,,,,,,,
ATC16969,18,ZnO,nanorod,,,,,,,,,
ATC16969,19,ZnO,nanorod,0.00000004,,,,,,,,
ATC16969,20,ZnO,nanorod,,,,,,,,,
ATC16969,21,ZnO,nanorod,,,,,,,,,
ATC16969,22,ZnO,nanorod,0.00000004,,,,,,,,
ATC16969,23,Al2O3,nanorod,0.00000002,,,,,,,,
ATC16969,24,ZnO,nanorod,,,,,,,,,
ATC16969,25,ZnO,nanorod,,,,,,,,,
ATC16969,26,ZnO,nanorod,0.00000004,,,,,,,,
ATC16969,27,ZnO,nanorod,,,,,,,,,
ATC16969,28,ZnO,nanorod,,,,,,,,,
ATC16969,29,ZnO,nanorod,0.00000004,,,,,,,,
ATC16969,30,Al2O3,nanorod,,,,,,,,,
ATC16969,31,Al2O3,nanorod,,,,,,,,,
ATC16969,32,Al2O3,nanorod,0.00000002,,,,,,,,
ATC16969,33,Al2O3,nanorod,,,,,,,,,
ATC16969,34,Al2O3,nanorod,,,,,,,,,
