,article_doi,Publication Year
ATC015106,doi:10.1016/j.scitotenv.2018.11.323,2019
ATC015107,doi:10.1016/j.carbon.2019.03.024,2019
ATC015108,doi:10.1016/j.fpsl.2023.101110,2023
ATC015109,doi:10.1016/j.colsurfa.2024.134077,2024
ATC015110,doi:10.1016/j.carbpol.2019.115298,2019
ATC015111,doi:10.1016/j.microc.2024.109952,2024
ATC015112,doi:10.1016/j.foodcont.2024.110306,2024
ATC015113,doi:10.1016/j.carbpol.2021.118485,2021
ATC015114,doi:10.1016/j.micpath.2017.08.039,2017
ATC015115,doi:10.1016/j.actbio.2018.07.033,2018
ATC015116,doi:10.1016/j.bioadv.2023.213365,2023
ATC015117,doi:10.1016/j.molstruc.2018.09.075,2019
ATC015118,doi:10.1016/j.ijbiomac.2023.128300,2024
ATC015119,doi:10.1016/j.micpath.2017.12.035,2018
ATC015120,doi:10.1016/j.jinorgbio.2023.112201,2023
ATC015121,doi:10.1016/j.matlet.2022.131998,2022
ATC015122,doi:10.1016/j.cej.2021.133964,2022
ATC015123,doi:10.1016/j.apsusc.2018.11.130,2019
ATC015124,doi:10.1016/j.jhazmat.2022.130303,2023
ATC015125,doi:10.1016/j.jddst.2024.105749,2024
ATC015126,doi:10.1016/j.scitotenv.2020.144260,2021
ATC015127,doi:10.1016/j.aquatox.2016.01.013,2016
ATC015128,doi:10.1016/j.watres.2024.121441,2024
ATC015129,doi:10.1016/j.saa.2017.02.027,2017
ATC015130,doi:10.1016/j.tca.2017.09.007,2017
ATC015131,doi:10.1016/j.physe.2009.09.013,2009
ATC015132,doi:10.1016/j.seppur.2021.120273,2022
ATC015133,doi:10.1016/j.seppur.2023.123433,2023
ATC015134,doi:10.1016/j.biomaterials.2017.04.026,2017
ATC015135,doi:10.1016/j.colsurfb.2021.111938,2021
ATC015136,doi:10.1016/j.msec.2016.09.077,2017
ATC015137,doi:10.1016/j.jhazmat.2020.123320,2020
ATC015138,doi:10.1016/j.eurpolymj.2024.112822,2024
ATC015139,doi:10.1016/j.optmat.2023.114046,2023
ATC015140,doi:10.1016/j.jece.2021.105414,2021
ATC015141,doi:10.1016/j.jwpe.2023.104231,2023
ATC015142,doi:10.1016/j.colsurfb.2018.04.006,2018
ATC015143,doi:10.1016/j.cplett.2022.140053,2022
ATC015144,doi:10.1016/j.jhazmat.2012.02.014,2012
ATC015145,doi:10.1016/j.bios.2018.01.053,2018
ATC015146,doi:10.1016/j.cej.2020.125949,2020
ATC015147,doi:10.1016/j.aca.2023.340893,2023
ATC015148,doi:10.1016/j.jiec.2015.08.027,2015
ATC015149,doi:10.1016/j.ecoenv.2024.115957,2024
ATC015150,doi:10.1016/j.talanta.2023.124279,2023
ATC015151,doi:10.1016/j.molliq.2022.120948,2023
ATC015152,doi:10.1016/j.mtcomm.2023.106372,2023
ATC015153,doi:10.1016/j.jcis.2020.06.055,2020
ATC015154,doi:10.1016/j.msec.2019.04.029,2019
ATC015155,doi:10.1016/j.jhazmat.2020.123960,2021
ATC015156,doi:10.1016/j.watres.2017.07.023,2017
ATC015157,doi:10.1016/j.apsusc.2015.11.084,2016
ATC015158,doi:10.1016/j.colsurfa.2020.124416,2020
ATC015159,doi:10.1016/j.ijhydene.2019.01.246,2019
ATC015160,doi:10.1016/j.envpol.2023.121660,2023
ATC015161,doi:10.1016/j.apsusc.2017.05.150,2017
ATC015162,doi:10.1016/j.optmat.2022.112968,2022
ATC015163,doi:10.1016/j.procbio.2019.10.020,2020
ATC015164,doi:10.1016/j.cej.2020.126114,2020
ATC015165,doi:10.1016/j.jece.2017.06.009,2017
ATC015166,doi:10.1016/j.molstruc.2023.136823,2024
ATC015167,doi:10.1016/j.trac.2009.04.001,2009
ATC015168,doi:10.1016/j.ijbiomac.2022.04.108,2022
ATC015169,doi:10.1016/j.molstruc.2019.06.084,2019
ATC015170,doi:10.1016/j.watres.2010.12.019,2011
ATC015171,doi:10.1016/j.inoche.2022.109398,2022
ATC015172,doi:10.1016/j.chemosphere.2023.138628,2023
ATC015173,doi:10.1016/j.jphotobiol.2015.06.018,2015
ATC015174,doi:10.1016/j.diamond.2023.110033,2023
ATC015175,doi:10.1016/j.jwpe.2023.104706,2024
ATC015176,doi:10.1016/j.cej.2022.141121,2023
ATC015177,doi:10.1016/j.chemosphere.2022.133758,2022
ATC015178,doi:10.1016/j.cbpc.2019.05.016,2019
ATC015179,doi:10.1016/j.colsurfb.2018.06.057,2018
ATC015180,doi:10.1016/j.jiec.2016.11.042,2017
ATC015181,doi:10.1016/j.jconrel.2022.05.052,2022
ATC015182,doi:10.1016/j.catcom.2020.106003,2020
ATC015183,doi:10.1016/j.jddst.2023.104282,2023
ATC015184,doi:10.1016/j.apsusc.2016.09.144,2017
ATC015185,doi:10.1016/j.seppur.2022.120530,2022
ATC015186,doi:10.1016/j.jphotochem.2021.113393,2021
ATC015187,doi:10.1016/j.colsurfb.2019.110727,2020
ATC015188,doi:10.1016/j.inoche.2023.111437,2023
ATC015189,doi:10.1016/j.scitotenv.2017.10.149,2018
ATC015190,doi:10.1016/j.micpath.2017.03.019,2017
ATC015191,doi:10.1016/j.colsurfb.2018.05.069,2018
ATC015192,doi:10.1016/j.envpol.2021.116909,2021
ATC015193,doi:10.1016/j.molstruc.2015.06.077,2015
ATC015194,doi:10.1016/j.carbon.2019.05.011,2019
ATC015195,doi:10.1016/j.seppur.2016.05.051,2016
ATC015196,doi:10.1016/j.jinorgbio.2017.02.007,2017
ATC015197,doi:10.1016/j.actbio.2011.03.018,2011
ATC015198,doi:10.1016/j.diamond.2022.109121,2022
ATC015199,doi:10.1016/j.aquatox.2011.06.019,2011
ATC015200,doi:10.1016/j.scitotenv.2015.01.058,2015
ATC015201,doi:10.1016/j.matchemphys.2023.127436,2023
ATC015202,doi:10.1016/j.colsurfb.2014.09.060,2014
ATC015203,doi:10.1016/j.mrgentox.2012.06.002,2012
ATC015204,doi:10.1016/j.apcatb.2021.120228,2021
ATC015205,doi:10.1016/j.cbpc.2022.109391,2022
ATC015206,doi:10.1016/j.msec.2021.112322,2021
ATC015207,doi:10.1016/j.colsurfb.2019.110491,2019
ATC015208,doi:10.1016/j.carbpol.2017.02.022,2017
ATC015209,doi:10.1016/j.msec.2021.111899,2021
ATC015210,doi:10.1016/j.ces.2024.119714,2024
ATC015211,doi:10.1016/j.envint.2024.108713,2024
ATC015212,doi:10.1016/j.snb.2012.06.004,2012
ATC015213,doi:10.1016/j.molliq.2017.08.072,2017
ATC015214,doi:10.1016/j.jenvman.2017.10.078,2018
ATC015215,doi:10.1016/j.jiec.2014.04.024,2015
ATC015216,doi:10.1016/j.foodres.2022.111638,2022
ATC015217,doi:10.1016/j.micromeso.2021.110971,2021
ATC015218,doi:10.1016/j.nano.2011.05.005,2012
ATC015219,doi:10.1016/j.watres.2019.114894,2019
ATC015220,doi:10.1016/j.ijbiomac.2017.01.120,2017
ATC015221,doi:10.1016/j.arabjc.2021.103415,2021
ATC015222,doi:10.1016/j.apsusc.2023.158105,2023
ATC015223,doi:10.1016/j.ijpharm.2022.121810,2022
ATC015224,doi:10.1016/j.eurpolymj.2019.109392,2020
ATC015225,doi:10.1016/j.envpol.2018.02.074,2018
ATC015226,doi:10.1016/j.envpol.2014.09.021,2015
ATC015227,doi:10.1016/j.aquaculture.2021.736742,2021
ATC015228,doi:10.1016/j.jcis.2017.05.111,2017
ATC015229,doi:10.1016/j.bioadv.2023.213641,2023
ATC015230,doi:10.1016/j.aquaculture.2020.734942,2020
ATC015231,doi:10.1016/j.bbrep.2020.100848,2020
ATC015232,doi:10.1016/j.jwpe.2020.101617,2020
ATC015233,doi:10.1016/S0378-1119(97)00653-7,1998
ATC015234,doi:10.1016/j.msec.2018.12.116,2019
ATC015235,doi:10.1016/j.aquatox.2016.06.005,2016
ATC015236,doi:10.1016/j.ijbiomac.2022.03.140,2022
ATC015237,doi:10.1016/j.procbio.2017.07.002,2017
ATC015238,doi:10.1016/j.saa.2021.119541,2021
ATC015239,doi:10.1016/j.jconrel.2018.01.013,2018
ATC015240,doi:10.1016/j.nano.2017.11.006,2018
ATC015241,doi:10.1016/j.scitotenv.2020.142630,2021
ATC015242,doi:10.1016/j.chemosphere.2018.06.098,2018
ATC015243,doi:10.1016/j.jbiotec.2018.09.002,2018
ATC015244,doi:10.1016/j.apcatb.2013.11.038,2014
ATC015245,doi:10.1016/j.apsusc.2014.09.102,2014
ATC015246,doi:10.1016/j.lwt.2016.02.049,2016
ATC015247,doi:10.1016/j.msec.2015.05.026,2015
ATC015248,doi:10.1016/j.colsurfa.2021.127978,2022
ATC015249,doi:10.1016/j.jhazmat.2023.130728,2023
ATC015250,doi:10.1016/j.jcis.2014.12.062,2015
ATC015251,doi:10.1016/j.jhazmat.2019.05.004,2019
ATC015252,doi:10.1016/j.ecoenv.2018.08.093,2018
ATC015253,doi:10.1016/j.biomaterials.2014.06.016,2014
ATC015254,doi:10.1016/j.compositesb.2022.109905,2022
ATC015255,doi:10.1016/j.jclepro.2018.03.136,2018
ATC015256,doi:10.1016/j.indcrop.2023.117068,2023
ATC015257,doi:10.1016/j.jallcom.2014.05.195,2014
ATC015258,doi:10.1016/j.foodchem.2010.11.037,2011
ATC015259,doi:10.1016/j.jhazmat.2021.127289,2022
ATC015260,doi:10.1016/j.ijbiomac.2022.04.125,2022
ATC015261,doi:10.1016/j.msec.2021.111878,2021
ATC015262,doi:10.1016/j.msec.2020.110735,2020
ATC015263,doi:10.1016/j.scitotenv.2021.151956,2022
ATC015264,doi:10.1016/j.reactfunctpolym.2018.11.015,2019
ATC015265,doi:10.1016/j.surfin.2022.102191,2022
ATC015266,doi:10.1016/j.colsurfb.2018.01.001,2018
ATC015267,doi:10.1016/j.bios.2010.11.017,2011
ATC015268,doi:10.1016/j.fbio.2024.104061,2024
ATC015269,doi:10.1016/j.talanta.2020.121750,2021
ATC015270,doi:10.1016/j.toxicon.2021.06.002,2021
ATC015271,doi:10.1016/j.matchemphys.2019.122115,2020
ATC015272,doi:10.1016/j.chemphys.2021.111335,2021
ATC015273,doi:10.1016/j.ecoenv.2011.11.012,2012
ATC015274,doi:10.1016/j.jiec.2015.06.004,2015
ATC015275,doi:10.1016/j.nanoen.2021.106828,2022
ATC015276,doi:10.1016/j.jbiotec.2023.01.010,2023
ATC015277,doi:10.1016/j.eti.2023.103496,2024
ATC015278,doi:10.1016/j.matchemphys.2023.128300,2023
ATC015279,doi:10.1016/j.desal.2011.03.012,2011
ATC015280,doi:10.1016/j.scienta.2021.110004,2021
ATC015281,doi:10.1016/j.jfoodeng.2023.111820,2024
ATC015282,doi:10.1016/j.procbio.2022.10.015,2022
ATC015283,doi:10.1016/j.jddst.2023.105221,2024
ATC015284,doi:10.1016/j.colsurfb.2020.110947,2020
ATC015285,doi:10.1016/j.pnsc.2017.02.006,2017
ATC015286,doi:10.1016/j.molliq.2017.11.065,2018
ATC015287,doi:10.1016/j.apsusc.2018.09.160,2019
ATC015288,doi:10.1016/j.tiv.2009.05.015,2009
ATC015289,doi:10.1016/j.apcatb.2013.04.004,2013
ATC015290,doi:10.1016/j.talanta.2024.126215,2024
ATC015291,doi:10.1016/j.chemosphere.2022.133862,2022
ATC015292,doi:10.1016/j.foodcont.2024.110554,2024
ATC015293,doi:10.1016/j.apcatb.2018.07.003,2018
ATC015294,doi:10.1016/j.ijbiomac.2019.10.002,2020
ATC015295,doi:10.1016/j.jhazmat.2017.05.035,2017
ATC015296,doi:10.1016/j.ijbiomac.2021.10.118,2021
ATC015297,doi:10.1016/j.jcis.2021.11.141,2022
ATC015298,doi:10.1016/j.ijbiomac.2020.04.044,2020
ATC015299,doi:10.1016/j.nano.2017.05.013,2017
ATC015300,doi:10.1016/j.colsurfa.2024.133544,2024
ATC015301,doi:10.1016/j.jece.2020.104550,2020
ATC015302,doi:10.1016/j.jphotochem.2022.114204,2023
ATC015303,doi:10.1016/j.nano.2013.07.004,2014
ATC015304,doi:10.1016/j.seppur.2021.119400,2021
ATC015305,doi:10.1016/j.cej.2019.122630,2020
ATC015306,doi:10.1016/j.aquatox.2009.04.003,2009
ATC015307,doi:10.1016/j.indcrop.2024.118428,2024
ATC015308,doi:10.1016/j.matlet.2021.131370,2022
ATC015309,doi:10.1016/j.msec.2013.10.033,2014
ATC015310,doi:10.1016/j.jobe.2023.106630,2023
ATC015311,doi:10.1016/j.matchemphys.2022.126301,2022
ATC015312,doi:10.1016/j.msec.2018.03.010,2018
ATC015313,doi:10.1016/j.ijbiomac.2024.130292,2024
ATC015314,doi:10.1016/j.colsurfb.2011.03.003,2011
ATC015315,doi:10.1016/j.envpol.2014.09.002,2014
ATC015316,doi:10.1016/j.bioadv.2023.213492,2023
ATC015317,doi:10.1016/j.jphotobiol.2016.03.017,2016
ATC015318,doi:10.1016/j.optmat.2023.113724,2023
ATC015319,doi:10.1016/j.scitotenv.2024.172868,2024
ATC015320,doi:10.1016/j.mcp.2017.04.006,2017
ATC015321,doi:10.1016/j.foodcont.2021.108419,2022
ATC015322,doi:10.1016/j.chemosphere.2019.124937,2020
ATC015323,doi:10.1016/j.colsurfb.2022.112643,2022
ATC015324,doi:10.1016/j.cbpc.2013.11.009,2014
ATC015325,doi:10.1016/j.dyepig.2021.109262,2021
ATC015326,doi:10.1016/j.ijbiomac.2018.11.177,2019
ATC015327,doi:10.1016/j.carbpol.2014.08.052,2015
ATC015328,doi:10.1016/j.aquaculture.2019.734440,2019
ATC015329,doi:10.1016/j.colsurfb.2012.07.032,2013
ATC015330,doi:10.1016/j.seppur.2023.125863,2024
ATC015331,doi:10.1016/j.jclepro.2024.141984,2024
ATC015332,doi:10.1016/j.chemphys.2023.111993,2023
ATC015333,doi:10.1016/j.colsurfb.2015.10.015,2015
ATC015334,doi:10.1016/j.carbpol.2015.02.068,2015
ATC015335,doi:10.1016/j.chphi.2022.100101,2022
ATC015336,doi:10.1016/j.jpba.2022.114788,2022
ATC015337,doi:10.1016/j.jmrt.2022.06.166,2022
ATC015338,doi:10.1016/j.colsurfa.2024.133459,2024
ATC015339,doi:10.1016/j.micpath.2018.04.011,2018
ATC015340,doi:10.1016/j.jece.2023.109985,2023
ATC015341,doi:10.1016/j.apsusc.2014.01.006,2014
ATC015342,doi:10.1016/j.cbpc.2011.09.006,2012
ATC015343,doi:10.1016/j.jhazmat.2013.06.003,2013
ATC015344,doi:10.1016/j.bioadv.2024.213838,2024
ATC015345,doi:10.1016/j.ecoenv.2023.115131,2023
ATC015346,doi:10.1016/j.carbpol.2009.12.024,2010
ATC015347,doi:10.1016/j.fct.2016.06.020,2016
ATC015348,doi:10.1016/j.ifset.2011.06.006,2011
ATC015349,doi:10.1016/j.envpol.2009.08.021,2010
ATC015350,doi:10.1016/j.msec.2021.112022,2021
ATC015351,doi:10.1016/j.dyepig.2012.10.001,2013
ATC015352,doi:10.1016/j.chemosphere.2020.125900,2020
ATC015353,doi:10.1016/j.carbpol.2017.09.080,2018
ATC015354,doi:10.1016/j.scitotenv.2023.168654,2024
ATC015355,doi:10.1016/j.matlet.2023.135681,2024
ATC015356,doi:10.1016/j.spmi.2015.01.020,2015
ATC015357,doi:10.1016/j.chemosphere.2023.138559,2023
ATC015358,doi:10.1016/j.apsusc.2023.156848,2023
ATC015359,doi:10.1016/j.ijpharm.2019.118480,2019
ATC015360,doi:10.1016/j.matchemphys.2018.12.086,2019
ATC015361,doi:10.1016/j.ijfoodmicro.2020.108650,2020
ATC015362,doi:10.1016/j.ceramint.2022.09.321,2023
ATC015363,doi:10.1016/j.compositesb.2015.08.024,2015
ATC015364,doi:10.1016/j.jcis.2018.10.020,2019
ATC015365,doi:10.1016/j.jhazmat.2020.122733,2020
ATC015366,doi:10.1016/j.matchemphys.2021.125516,2022
ATC015367,doi:10.1016/j.carbpol.2017.07.030,2017
ATC015368,doi:10.1016/j.msec.2016.08.032,2016
ATC015369,doi:10.1016/j.jphotochem.2005.12.020,2006
ATC015370,doi:10.1016/j.arabjc.2018.05.009,2020
ATC015371,doi:10.1016/j.colsurfa.2019.124167,2020
ATC015372,doi:10.1016/j.biomaterials.2016.08.043,2016
ATC015373,doi:10.1016/j.jinorgbio.2013.10.004,2014
ATC015374,doi:10.1016/j.ijbiomac.2013.12.016,2014
ATC015375,doi:10.1016/j.saa.2020.118256,2020
ATC015376,doi:10.1016/j.cej.2023.147555,2024
ATC015377,doi:10.1016/j.carbpol.2011.09.066,2012
ATC015378,doi:10.1016/j.matchemphys.2022.127141,2023
ATC015379,doi:10.1016/j.ecoenv.2020.110321,2020
ATC015380,doi:10.1016/j.powtec.2020.05.031,2020
ATC015381,doi:10.1016/j.jece.2021.106961,2022
ATC015382,doi:10.1016/j.ceramint.2019.08.216,2019
ATC015383,doi:10.1016/j.jhazmat.2022.130625,2023
ATC015384,doi:10.1016/j.matchemphys.2016.09.039,2016
ATC015385,doi:10.1016/j.porgcoat.2020.106011,2021
ATC015386,doi:10.1016/j.colsurfb.2023.113188,2023
ATC015387,doi:10.1016/j.carbpol.2011.05.048,2011
ATC015388,doi:10.1016/j.colcom.2021.100515,2021
ATC015389,doi:10.1016/j.jddst.2024.105702,2024
ATC015390,doi:10.1016/j.carbpol.2014.08.100,2015
ATC015391,doi:10.1016/j.envpol.2024.123652,2024
ATC015392,doi:10.1016/j.carbpol.2009.12.011,2010
ATC015393,doi:10.1016/j.cap.2013.05.003,2013
ATC015394,doi:10.1016/j.envpol.2011.05.021,2011
ATC015395,doi:10.1016/j.surfcoat.2016.12.032,2017
ATC015396,doi:10.1016/j.dental.2022.08.009,2022
ATC015397,doi:10.1016/j.procbio.2004.01.055,2005
ATC015398,doi:10.1016/j.chemosphere.2021.132891,2022
ATC015399,doi:10.1016/j.ijbiomac.2021.01.135,2021
ATC015400,doi:10.1016/j.apsusc.2020.146379,2020
ATC015401,doi:10.1016/j.apsusc.2018.04.270,2018
ATC015402,doi:10.1016/j.carbpol.2010.12.017,2011
ATC015403,doi:10.1016/j.porgcoat.2018.08.004,2018
ATC015404,doi:10.1016/j.jddst.2018.11.025,2019
ATC015405,doi:10.1016/j.talanta.2019.04.017,2019
ATC015406,doi:10.1016/j.envpol.2018.11.037,2019
ATC015407,doi:10.1016/j.envpol.2021.118296,2022
ATC015408,doi:10.1016/j.mtsust.2023.100471,2023
ATC015409,doi:10.1016/j.sjbs.2021.12.039,2022
ATC015410,doi:10.1016/j.ijbiomac.2020.04.157,2020
ATC015411,doi:10.1016/j.biomaterials.2014.04.003,2014
ATC015412,doi:10.1016/j.envexpbot.2019.06.006,2019
ATC015413,doi:10.1016/j.msec.2020.111465,2021
ATC015414,doi:10.1016/j.talanta.2023.125403,2024
ATC015415,doi:10.1016/j.ijbiomac.2024.129828,2024
ATC015416,doi:10.1016/j.fsi.2019.01.042,2019
ATC015417,doi:10.1016/j.actbio.2024.01.005,2024
ATC015418,doi:10.1016/j.impact.2020.100225,2020
ATC015419,doi:10.1016/j.catcom.2015.09.014,2015
ATC015420,doi:10.1016/j.memsci.2022.120885,2022
ATC015421,doi:10.1016/j.lwt.2015.03.086,2015
ATC015422,doi:10.1016/j.colcom.2024.100781,2024
ATC015423,doi:10.1016/j.cej.2019.122662,2020
ATC015424,doi:10.1016/j.chemosphere.2020.126705,2020
ATC015425,doi:10.1016/j.clay.2023.107024,2023
ATC015426,doi:10.1016/j.carbpol.2017.08.053,2017
ATC015427,doi:10.1016/j.apsusc.2021.151779,2022
ATC015428,doi:10.1016/j.ijbiomac.2023.124417,2023
ATC015429,doi:10.1016/j.surfin.2020.100796,2020
ATC015430,doi:10.1016/j.jksus.2023.102905,2023
ATC015431,doi:10.1016/j.snb.2021.129461,2021
ATC015432,doi:10.1016/j.colsurfa.2021.126235,2021
ATC015433,doi:10.1016/j.carbpol.2019.115602,2020
ATC015434,doi:10.1016/j.indcrop.2021.113392,2021
ATC015435,doi:10.1016/j.micpath.2017.10.032,2017
ATC015436,doi:10.1016/j.colsurfb.2021.111948,2021
ATC015437,doi:10.1016/j.cplett.2020.138062,2020
ATC015438,doi:10.1016/j.scitotenv.2012.03.049,2012
ATC015439,doi:10.1016/j.msec.2016.06.051,2016
ATC015440,doi:10.1016/j.bios.2016.04.089,2016
ATC015441,doi:10.1016/j.apsusc.2024.159394,2024
ATC015442,doi:10.1016/j.matlet.2016.08.043,2016
ATC015443,doi:10.1016/j.msec.2014.12.072,2015
ATC015444,doi:10.1016/j.matlet.2015.04.138,2015
ATC015445,doi:10.1016/j.jece.2021.105290,2021
ATC015446,doi:10.1016/j.mtbio.2022.100328,2022
ATC015447,doi:10.1016/j.msec.2018.03.024,2018
ATC015448,doi:10.1016/j.envres.2024.118770,2024
ATC015449,doi:10.1016/j.aquatox.2017.06.021,2017
ATC015450,doi:10.1016/j.biomaterials.2023.122465,2024
ATC015451,doi:10.1016/j.materresbull.2013.07.049,2013
ATC015452,doi:10.1016/j.cej.2022.140232,2023
ATC015453,doi:10.1016/j.talanta.2024.125624,2024
ATC015454,doi:10.1016/j.envres.2023.117540,2024
ATC015455,doi:10.1016/j.colsurfb.2019.110616,2020
ATC015456,doi:10.1016/j.colsurfb.2015.01.042,2015
ATC015457,doi:10.1016/j.desal.2021.115502,2022
ATC015458,doi:10.1016/j.watres.2022.118121,2022
ATC015459,doi:10.1016/j.jphotobiol.2018.04.048,2018
ATC015460,doi:10.1016/j.scitotenv.2023.166825,2023
ATC015461,doi:10.1016/j.memsci.2017.11.018,2018
ATC015462,doi:10.1016/j.carbpol.2009.11.013,2010
ATC015463,doi:10.1016/j.ecoenv.2017.09.039,2018
ATC015464,doi:10.1016/j.jmrt.2022.06.106,2022
ATC015465,doi:10.1016/j.msec.2019.109921,2019
ATC015466,doi:10.1016/j.jece.2021.106014,2021
ATC015467,doi:10.1016/j.jmbbm.2023.106033,2023
ATC015468,doi:10.1016/j.solidstatesciences.2020.106446,2020
ATC015469,doi:10.1016/j.synthmet.2019.116260,2020
ATC015470,doi:10.1016/j.msec.2018.07.075,2018
ATC015471,doi:10.1016/j.molliq.2022.119227,2022
ATC015472,doi:10.1016/j.chemosphere.2019.03.074,2019
ATC015473,doi:10.1016/j.jhazmat.2015.07.026,2015
ATC015474,doi:10.1016/j.colsurfb.2022.112457,2022
ATC015475,doi:10.1016/j.jtice.2023.105194,2023
ATC015476,doi:10.1016/j.molliq.2022.119571,2022
ATC015477,doi:10.1016/j.snb.2017.07.057,2018
ATC015478,doi:10.1016/j.carbpol.2023.121639,2024
ATC015479,doi:10.1016/j.cej.2020.125189,2020
ATC015480,doi:10.1016/j.foodchem.2023.135906,2023
ATC015481,doi:10.1016/j.carbon.2014.05.032,2014
ATC015482,doi:10.1016/j.jhazmat.2022.130298,2023
ATC015483,doi:10.1016/j.fct.2015.07.008,2015
ATC015484,doi:10.1016/j.colsurfa.2022.129554,2022
ATC015485,doi:10.1016/j.jwpe.2019.100989,2020
ATC015486,doi:10.1016/j.watres.2020.116157,2020
ATC015487,doi:10.1016/j.jenvrad.2016.05.012,2016
ATC015488,doi:10.1016/j.ijbiomac.2021.12.050,2022
ATC015489,doi:10.1016/j.jhazmat.2021.126462,2021
ATC015490,doi:10.1016/j.apsusc.2018.04.271,2018
ATC015491,doi:10.1016/j.apsusc.2019.04.136,2019
ATC015492,doi:10.1016/j.ijbiomac.2020.07.291,2020
ATC015493,doi:10.1016/j.envpol.2020.114473,2020
ATC015494,doi:10.1016/j.aquatox.2024.106981,2024
ATC015495,doi:10.1016/j.scitotenv.2023.168652,2024
ATC015496,doi:10.1016/j.matchemphys.2022.126687,2022
ATC015497,doi:10.1016/j.jcis.2019.11.055,2020
ATC015498,doi:10.1016/j.talanta.2020.121953,2021
ATC015499,doi:10.1016/j.scitotenv.2021.152350,2022
ATC015500,doi:10.1016/j.envpol.2019.113137,2019
ATC015501,doi:10.1016/j.ijbiomac.2022.06.144,2022
ATC015502,doi:10.1016/j.molliq.2019.01.054,2019
ATC015503,doi:10.1016/j.mtcomm.2023.105652,2023
ATC015504,doi:10.1016/j.indcrop.2021.114413,2022
ATC015505,doi:10.1016/j.surfin.2024.103932,2024
ATC015506,doi:10.1016/j.scitotenv.2021.145828,2021
ATC015507,doi:10.1016/j.jhazmat.2020.124876,2021
ATC015508,doi:10.1016/j.colsurfb.2019.05.023,2019
ATC015509,doi:10.1016/j.ultsonch.2014.02.022,2014
ATC015510,doi:10.1016/j.jiec.2019.04.022,2019
ATC015511,doi:10.1016/j.colsurfb.2019.06.009,2019
ATC015512,doi:10.1016/j.polymer.2021.124018,2021
ATC015513,doi:10.1016/j.jpcs.2011.10.037,2012
ATC015514,doi:10.1016/j.memsci.2008.12.023,2009
ATC015515,doi:10.1016/j.etap.2014.06.007,2014
ATC015516,doi:10.1016/j.envpol.2023.121166,2023
ATC015517,doi:10.1016/j.jhazmat.2021.126406,2021
ATC015518,doi:10.1016/j.apsusc.2022.155018,2023
ATC015519,doi:10.1016/j.carbon.2021.04.085,2021
ATC015520,doi:10.1016/j.ces.2024.120134,2024
ATC015521,doi:10.1016/j.colsurfa.2021.128032,2022
ATC015522,doi:10.1016/j.msec.2019.110372,2020
ATC015523,doi:10.1016/j.jphotochem.2022.114288,2023
ATC015524,doi:10.1016/j.colsurfb.2015.05.027,2015
ATC015525,doi:10.1016/j.msec.2019.109741,2019
ATC015526,doi:10.1016/j.foodchem.2019.125014,2019
ATC015527,doi:10.1016/j.matdes.2022.110982,2022
ATC015528,doi:10.1016/j.jhazmat.2022.129409,2022
ATC015529,doi:10.1016/j.jece.2022.107152,2022
ATC015530,doi:10.1016/j.pdpdt.2021.102300,2021
ATC015531,doi:10.1016/j.scitotenv.2019.134131,2019
ATC015532,doi:10.1016/j.jece.2021.105887,2021
ATC015533,doi:10.1016/j.polymertesting.2021.107457,2022
ATC015534,doi:10.1016/j.scitotenv.2018.10.297,2019
ATC015535,doi:10.1016/j.jphotobiol.2015.05.010,2015
ATC015536,doi:10.1016/j.apsusc.2023.158204,2023
ATC015537,doi:10.1016/j.chemosphere.2020.125936,2020
ATC015538,doi:10.1016/j.surfcoat.2020.126507,2021
ATC015539,doi:10.1016/j.jhazmat.2019.01.022,2019
ATC015540,doi:10.1016/j.envint.2023.108188,2023
ATC015541,doi:10.1016/j.jphotochem.2023.115021,2023
ATC015542,doi:10.1016/j.bios.2016.09.098,2017
ATC015543,doi:10.1016/j.jwpe.2020.101638,2020
ATC015544,doi:10.1016/j.cej.2023.141419,2023
ATC015545,doi:10.1016/j.mtcomm.2019.100664,2019
ATC015546,doi:10.1016/j.colsurfb.2019.110518,2019
ATC015547,doi:10.1016/j.arabjc.2023.105176,2023
ATC015548,doi:10.1016/j.chemosphere.2021.131463,2021
ATC015549,doi:10.1016/j.jphotochem.2022.114376,2023
ATC015550,doi:10.1016/j.jmrt.2022.07.015,2022
ATC015551,doi:10.1016/j.cej.2024.150036,2024
ATC015552,doi:10.1016/j.ijbiomac.2022.05.024,2022
ATC015553,doi:10.1016/j.ijbiomac.2019.06.079,2019
ATC015554,doi:10.1016/j.bbamem.2012.09.011,2013
ATC015555,doi:10.1016/j.colsurfb.2023.113665,2024
ATC015556,doi:10.1016/j.bios.2019.111985,2020
ATC015557,doi:10.1016/j.mtchem.2022.101252,2022
ATC015558,doi:10.1016/j.jece.2021.105781,2021
ATC015559,doi:10.1016/j.aquatox.2019.105273,2019
ATC015560,doi:10.1016/j.biortech.2014.07.027,2014
ATC015561,doi:10.1016/j.mtcomm.2023.106097,2023
ATC015562,doi:10.1016/j.ijbiomac.2023.127288,2023
ATC015563,doi:10.1016/j.bbrc.2019.07.067,2019
ATC015564,doi:10.1016/j.colsurfb.2023.113690,2024
ATC015565,doi:10.1016/j.jhazmat.2020.124867,2021
ATC015566,doi:10.1016/j.watres.2019.114987,2019
